"Pick","Player","Yrs","Draft"
"23","Rodney Hood","2",2014
"24","Shabazz Napier","2",2014
"25","Clint Capela","2",2014
"26","P.J. Hairston","2",2014
"27","Bogdan Bogdanovic","",2014
"28","C.J. Wilcox","2",2014
"29","Josh Huestis","1",2014
"30","Kyle Anderson","2",2014
"31","Damien Inglis","1",2014
"32","K.J. McDaniels","2",2014
"33","Joe Harris","2",2014
"34","Cleanthony Early","2",2014
"35","Jarnell Stokes","2",2014
"36","Johnny O'Bryant III","2",2014
"37","DeAndre Daniels","",2014
"38","Spencer Dinwiddie","2",2014
"39","Jerami Grant","2",2014
"40","Glenn Robinson III","2",2014
"41","Nikola Jokic","1",2014
"42","Nick Johnson","1",2014
"43","Walter Tavares","1",2014
"44","Markel Brown","2",2014
"45","Dwight Powell","2",2014
"46","Jordan Clarkson","2",2014
"47","Russ Smith","2",2014
"48","Lamar Patterson","1",2014
"49","Cameron Bairstow","2",2014
"50","Alec Brown","",2014
"51","Thanasis Antetokounmpo","1",2014
"52","Vasilije Micic","",2014
"53","Alessandro Gentile","",2014
"54","Nemanja Dangubic","",2014
"55","Semaj Christon","",2014
"56","Roy Devyn Marble","2",2014
"57","Louis Labeyrie","",2014
"58","Jordan McRae","1",2014
"59","Xavier Thames","",2014
"60","Cory Jefferson","2",2014
"1","Karl-Anthony Towns","1",2015
"2","D'Angelo Russell","1",2015
"3","Jahlil Okafor","1",2015
"4","Kristaps Porzingis","1",2015
"5","Mario Hezonja","1",2015
"6","Willie Cauley-Stein","1",2015
"7","Emmanuel Mudiay","1",2015
"8","Stanley Johnson","1",2015
"9","Frank Kaminsky","1",2015
"10","Justise Winslow","1",2015
"11","Myles Turner","1",2015
"12","Trey Lyles","1",2015
"13","Devin Booker","1",2015
"14","Cameron Payne","1",2015
"15","Kelly Oubre","1",2015
"16","Terry Rozier","1",2015
"17","Rashad Vaughn","1",2015
"18","Sam Dekker","1",2015
"19","Jerian Grant","1",2015
"20","Delon Wright","1",2015
"21","Justin Anderson","1",2015
"22","Bobby Portis","1",2015
"23","Rondae Hollis-Jefferson","1",2015
"24","Tyus Jones","1",2015
"25","Jarell Martin","1",2015
"26","Nikola Milutinov","",2015
"27","Larry Nance Jr.","1",2015
"28","R.J. Hunter","1",2015
"29","Chris McCullough","1",2015
"30","Kevon Looney","1",2015
"31","Cedi Osman","",2015
"32","Montrezl Harrell","1",2015
"33","Jordan Mickey","1",2015
"34","Anthony Brown","1",2015
"35","Willy Hernangomez","",2015
"36","Rakeem Christmas","1",2015
"37","Richaun Holmes","1",2015
"38","Darrun Hilliard","1",2015
"39","Juan Pablo Vaulet","",2015
"40","Josh Richardson","1",2015
"41","Pat Connaughton","1",2015
"42","Olivier Hanlan","",2015
"43","Joseph Young","1",2015
"44","Andrew Harrison","",2015
"45","Marcus Thornton","",2015
"46","Norman Powell","1",2015
"47","Arturas Gudaitis","",2015
"48","Dakari Johnson","",2015
"49","Aaron White","",2015
"50","Marcus Eriksson","",2015
"51","Tyler Harvey","",2015
"52","Satnam Singh","",2015
"53","Sir'Dominic Pointer","",2015
"54","Dani Diez","",2015
"55","Cady Lalanne","",2015
"56","Branden Dawson","1",2015
"57","Nikola Radicevic","",2015
"58","J.P. Tokoto","",2015
"59","Dimitrios Agravanis","",2015
"60","Luka Mitrovic","",2015
